,id,skills,rank-model1,rank-model2,rank-model3
2749,118169,"['JSON', 'XML', 'application technologies', 'Javascript', 'JQuery', 'Ajax', 'UI Development', 'Java', 'JSP', 'Web Technologies']",1.0,1.0,1.0
10199,106500,"['SQLDatabase Administrator', 'SQL', 'DBA', 'SSRS', 'SQL Server']",3.0,3.0,2.0
3276,91609,"['Rspec', 'Rescue', 'ruby rails', 'rubyonrails', 'rubyrails', 'rubyrail', 'ruby rail', 'sinatra', 'padrino', 'Redis', 'Memcache', 'Ruby On Rails', 'ROR', 'Ruby', 'Rails', 'jquery']",2.0,2.0,3.0
4964,59698,"['JAXB', 'Java', 'Hibernate', 'Tomcat', 'JDBC', 'J2Ee', 'JSP', 'SOAP', 'Web Services', 'XSLT', 'core java', 'spring', 'struts', 'jquery', 'mysql']",4.0,4.0,4.0
945,83781,"['IP', 'Hyper - V', 'HTTP', 'C', 'Unix', 'Linux', 'Networking', 'SSL', 'Virtualization', 'DNS']",5.0,5.0,5.0
