,id,skills,rank-model1,rank-model2,rank-model3
5545,64177,"['MVVM', 'waterfall', 'C#', 'SQL', 'MVC', 'Agile', '.Net', 'Scrum', 'WPF']",2.0,2.0,1.0
8808,126516,"['JUnit', 'Selenium', 'SQL', 'Automation Testing', 'Test Complete', 'RFT', 'Rational Functional Tester', 'Java', 'Javascript', 'Agile']",1.0,1.0,2.0
10144,128248,"['Integration Server', 'Trading Networks', 'MWS', 'WebMethods Developer', 'SQL Tuning', 'Oracle', 'Unix Shell Scripting']",4.0,4.0,3.0
4165,119028,"['Email', 'Unix', 'Perl', 'Java', 'PLSQL']",3.0,3.0,4.0
1230,60682,"['Bca', 'MCA', 'Languages', 'Database Architecture', 'Software Packages', 'Javascript', 'HTML', 'Bsc', 'Web Technologies', 'Computer Science']",5.0,5.0,5.0
