,id,skills,skills-want,Experience,rank-model1,rank-model2,rank-model3
7,8,"['Bash/Shell', 'C#', 'C++', 'Java', 'PowerShell', 'Python', 'R', 'Scala', 'SQL', 'Swift', 'MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'SQLite', 'Microsoft Azure', 'jQuery', 'Ruby on Rails', 'Apache Kafka', 'Apache Spark', 'Hadoop', 'NumPy', 'Pandas', 'Docker', 'Kubernetes', 'npm']","['C#', 'Python', 'SQL', 'Cassandra', 'MariaDB', 'Microsoft SQL Server', 'MySQL', 'Microsoft Azure', 'Angular', 'Apache Spark', 'Hadoop', 'NumPy', 'Pandas', 'Docker', 'npm', 'Terraform']",Senior,4.0,1.0,1.0
9,10,"['MATLAB', 'Python', 'R', 'SQL', 'Microsoft SQL Server', 'Microsoft Azure', 'NumPy', 'Pandas', 'Docker', 'Kubernetes', 'Terraform']","['C++', 'Python', 'Scala', 'DynamoDB', 'MongoDB', 'MySQL', 'Oracle', 'PostgreSQL', 'AWS', 'Google Cloud', 'Apache Kafka', 'Apache Spark', 'Hadoop', 'NumPy', 'Pandas', 'Scikit-learn', 'TensorFlow', 'Torch/PyTorch']",Junior,2.0,4.0,13.0
10,11,"['Python', 'SQL', 'Microsoft SQL Server', 'MySQL', 'Microsoft Azure', 'Apache Spark', 'Pandas']","['Python', 'SQL', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL', 'Microsoft Azure', 'Apache Spark', 'NumPy']",Junior,1.0,3.0,3.0
12,13,"['Python', 'SQL', 'Microsoft SQL Server', 'MySQL', 'Microsoft Azure', 'NumPy', 'Pandas', 'Scikit-learn']","['Python', 'Microsoft SQL Server', 'MySQL', 'Microsoft Azure', 'Apache Spark', 'NumPy', 'Pandas', 'Scikit-learn', 'TensorFlow', 'Hugging Face Transformers']",Associate,3.0,2.0,2.0
