,id,skills,rank-model1,rank-model2,rank-model3
4755,20117,"['GDB', 'Languages', 'C', 'C++', 'Python', 'Perl', 'Linux', 'Software Engineering', 'software development']",1.0,1.0,1.0
3249,57098,"['Info Security Engineer', 'NoSQL database', 'web applications', 'Django', 'HTML5', 'application development']",3.0,2.0,2.0
1627,126410,"['QT', 'XML', 'Android', 'C++', 'GIT', 'Software Development', 'UI Development', 'Agile Development', 'HMI']",2.0,3.0,3.0
5,60634,"['Javascript', 'JQuery', 'Java', 'Web Technologies', 'Software Engineering', 'Technology', 'Design', 'Computer Science']",4.0,4.0,4.0
1800,5957,"['microsoft', 'sql', 'server', 'transact-sql', 'microsoft_ssas', 'mdx', 'database_design', 'asp.net', 'microsoft_sql_server_dba', 'stored_procedures', 'query_optimization', 'performance_tuning', 'pl/sql', 'database_performance_tuning', 'ado.net', 'microsoft_ssis', 'dts', 'data_transformation_services', 'microsoft_ssms', 'etl', 'reporting', 'data_analysis', 'manual_testing', 'computer_science', 'xml', 'test_cases', 'microsoft_ssrs', 'powerpivot', 'microsoft_certified_professional', 'web_parts', 'microsoft_infopath', 'microsoft_sharepoint_designer']",5.0,5.0,5.0
