,id,skills,explevel,name,rank-model1,rank-model2,rank-model3
10,31,"['Clojure', 'Go', 'Java', 'Python', 'Microsoft SQL Server', 'MongoDB', 'PostgreSQL', 'AWS', 'Google Cloud', 'Microsoft Azure', 'Node.js', 'React.js', 'Apache Kafka', 'Apache Spark', 'Hadoop', 'Keras', 'NumPy', 'Pandas', 'Scikit-learn', 'Tidyverse', 'TensorFlow', 'Torch/PyTorch', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Yarn']",Senior,Development manager,3.0,1.0,1.0
16,42,"['Kotlin', 'Python', 'R', 'SQL', 'Cassandra', 'Elasticsearch', 'Microsoft SQL Server', 'PostgreSQL', 'AWS', 'Microsoft Azure', 'Apache Kafka', 'Apache Spark', 'Keras', 'Pandas', 'TensorFlow', 'Docker', 'Kubernetes', 'Terraform']",Associate,Data scientist,2.0,2.0,2.0
8,24,"['C#', 'Kotlin', 'Python', 'Rust', 'Microsoft SQL Server', 'PostgreSQL', 'AWS', 'Google Cloud', 'Microsoft Azure', '.NET', 'Apache Kafka', 'Apache Spark', 'Pandas', 'Docker', 'Kubernetes', 'Terraform']",Senior,Senior Software Engineer,7.0,4.0,3.0
14,35,"['C', 'C++', 'Go', 'Java', 'JavaScript', 'Kotlin', 'SQL', 'Swift', 'TypeScript', 'IBM DB2', 'Microsoft SQL Server', 'Oracle', 'PostgreSQL', 'SQLite', 'AWS', 'Google Cloud', 'Microsoft Azure', 'VMware', 'Django', 'Node.js', 'React.js', 'Apache Kafka', 'Apache Spark', 'Hadoop', 'Keras', 'NumPy', 'Pandas', 'Scikit-learn', 'Tidyverse', 'TensorFlow', 'Torch/PyTorch', 'Docker', 'Kubernetes']",Senior,Senior Developer,1.0,3.0,5.0
