,id,skills,rank-model1,rank-model2,rank-model3
6990,109321,"['Front End', 'Web UI', 'RESTful APIs', 'JQuery', 'MySQL', 'CSS', 'Ruby', 'Web Technologies', 'Ruby on Rails']",1.0,1.0,1.0
2601,105325,"['Javascript', 'Node.Js', 'Html5', 'JQuery', 'Rest', 'MySQL', 'Java', 'Ruby', 'Liferay', 'GIT']",2.0,2.0,2.0
3869,63844,"['HTML', 'CSS', 'Javascript', 'Java', 'Tomcat', 'JBoss', 'Rest', 'Web Services', 'Weblogic', 'Websphere']",4.0,3.0,3.0
5993,63105,"['Rest', 'OOD', 'Mobile Applications', 'Android mobile applications', 'Java', 'Android', 'Web Services', 'SOAP', 'OOAD', 'Web Technologies', 'SDK']",3.0,4.0,4.0
3045,123897,"['development', 'front end', 'ux', 'javascript', 'html', 'jquery', 'flex', 'coding', 'website']",5.0,5.0,5.0
