,id,skills,skills-want,Experience,rank-model1,rank-model2,rank-model3
2,3,"['C++', 'HTML/CSS', 'Java', 'PHP', 'Python', 'SQL', 'MariaDB', 'MySQL', 'Oracle', 'SQLite', 'VMware', 'Unity 3D', 'Unreal Engine']","['Python', 'MySQL', 'SQLite', 'Unity 3D', 'Unreal Engine']",Associate,1.0,6.0,11.0
4,5,"['C#', 'Java', 'JavaScript', 'PHP', 'PowerShell', 'Python', 'R', 'SQL', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'PostgreSQL', 'SQLite', 'AWS', 'Google Cloud', 'Microsoft Azure', 'Node.js', '.NET', 'NumPy', 'Pandas', 'Scikit-learn', 'Docker', 'Homebrew', 'Kubernetes', 'npm']","['Python', 'R', 'SQL', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'PostgreSQL', 'SQLite', 'AWS', 'Google Cloud', 'Microsoft Azure', 'Apache Kafka', 'Apache Spark', 'Hadoop', 'NumPyPandas', 'Docker', 'Homebrew', 'Kubernetes']",Senior,3.0,1.0,1.0
13,14,"['Python', 'SQL', 'Microsoft SQL Server', 'MySQL', 'ASP.NET', '.NET']","['R', 'DynamoDB', 'MongoDB', 'SQLite', 'AWS', 'Microsoft Azure']",Associate,2.0,11.0,20.0
14,15,"['Go', 'Java', 'JavaScript', 'MySQL', 'PostgreSQL', 'Google Cloud', 'Node.js', 'Spring', 'Docker', 'Homebrew', 'Kubernetes', 'npm']","['Java', 'TypeScript', 'DynamoDB', 'Microsoft SQL Server', 'MySQL', 'AWS', 'Angular', 'Apache Kafka', 'Spring', 'Docker', 'Kubernetes']",Senior,5.0,2.0,2.0
16,17,"['Bash/Shell', 'C#', 'C++', 'HTML/CSS', 'JavaScript', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript', 'VBA', 'Elasticsearch', 'MariaDB', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL', 'Firebase Realtime Database', 'SQLite', 'AWS', 'Google Cloud', 'Microsoft Azure', 'Django', 'Node.js', 'React.js', '.NET', 'Docker', 'npm', 'Puppet', 'Terraform']","['Bash/Shell', 'C#', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript', 'Elasticsearch', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL', 'Firebase Realtime Database', 'SQLite', 'AWS', 'Google Cloud', 'Microsoft Azure', 'Blazor', 'Django', 'Node.js', 'React.js', '.NET', 'Docker', 'Kubernetes', 'npm', 'Puppet', 'Terraform']",Senior,7.0,3.0,3.0
