,id,skills,rank-model1,rank-model2,rank-model3
3848,127867,"['Javascript', 'PHP', 'Web Application Development', 'Python']",1.0,1.0,1.0
4760,92571,"['Hybris', 'Solr', 'HR Consulting', 'Java', 'J2Ee', 'Spring Mvc', 'JUnit', 'Web Services', 'SOAP', 'JQuery']",2.0,2.0,2.0
6241,103396,"['XML', 'Web Parts', 'Application Pages', 'Master Page', 'SharePoint Online', 'OOTB Features', 'Nintex workflows', 'ASP.Net', 'Sharepoint Development', 'C#', 'JQuery', 'C#.Net', 'Javascript', '.Net', 'XSLT', 'IIS', 'SharePoint Developer']",3.0,3.0,3.0
5520,127624,"['Web Automation', 'web automation testing', 'Rest', 'QTP', 'Automation Testing', 'Unix', 'Web Technologies', 'Shell', 'scripting', 'shell script', 'ApI', 'SOAP', 'Java', 'Core Java']",5.0,4.0,4.0
6178,66138,"['Stored Procedures', 'Database Architecture', 'SQL Server', 'MSBI', 'Informatica', 'ETL Tool', 'Data Modeling', 'SyBase', 'Database Design', 'Architectural Design']",4.0,5.0,5.0
