,id,skills,rank-model1,rank-model2,rank-model3
1638,99623,"['JBPM', 'Drools', 'Solr', 'Hadoop', 'MongoDB', 'Postgres', 'Camel', 'Zookeeper', 'Web service', 'RESTful', 'Java', 'J2Ee', 'Spring', 'JUnit', 'Web Services', 'MySQL', 'Oracle', 'software development', 'Core Java', 'Big Data']",1.0,1.0,1.0
5841,59490,"['Hibernate', 'Spring', 'Core Java', 'Struts', 'J2Ee', 'JDBC', 'Apache Tomcat']",2.0,2.0,2.0
1486,79718,"['Adf', 'J2Ee', 'Java', 'Oracle Apps Technical', 'OAF', 'XML Reports', 'Oracle 10G', 'Reporting', 'Payroll', 'SSHR', 'Wokrflow', 'Forms 10g', 'Reports 10g', 'Data conversions', 'Interfaces development', 'Oracle HRMS']",4.0,4.0,3.0
7113,114106,"['ASP.Net', '.NET Remoting', 'Windows Services', 'WCF', 'ADO.Net', 'C#', 'MVC', 'HTML', 'Javascript', 'Web Services']",3.0,3.0,4.0
1125,62786,"['development', 'experience', 'javascript', 'mysql', 'jquery', 'mvc', 'cakephp', 'zend', 'orm', 'computer science']",5.0,5.0,5.0
