,id,skills,explevel,name,rank-model1,rank-model2,rank-model3
3,14,"['Bash/Shell', 'PowerShell', 'SQL', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL', 'SQLite', 'AWS', 'Microsoft Azure', '.NET', 'Terraform']",Senior,Database Administrator,2.0,1.0,1.0
9,25,"['C#', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Rust', 'SQL', 'MongoDB', 'PostgreSQL', 'AWS', 'Google Cloud', 'Microsoft Azure', 'React.js', '.NET', 'Apache Kafka', 'Apache Spark', 'Hadoop', 'Pandas', 'Docker', 'Kubernetes', 'Terraform']",Architect,Software Architect,4.0,4.0,3.0
8,24,"['C#', 'Kotlin', 'Python', 'Rust', 'Microsoft SQL Server', 'PostgreSQL', 'AWS', 'Google Cloud', 'Microsoft Azure', '.NET', 'Apache Kafka', 'Apache Spark', 'Pandas', 'Docker', 'Kubernetes', 'Terraform']",Senior,Senior Software Engineer,3.0,3.0,2.0
14,35,"['C', 'C++', 'Go', 'Java', 'JavaScript', 'Kotlin', 'SQL', 'Swift', 'TypeScript', 'IBM DB2', 'Microsoft SQL Server', 'Oracle', 'PostgreSQL', 'SQLite', 'AWS', 'Google Cloud', 'Microsoft Azure', 'VMware', 'Django', 'Node.js', 'React.js', 'Apache Kafka', 'Apache Spark', 'Hadoop', 'Keras', 'NumPy', 'Pandas', 'Scikit-learn', 'Tidyverse', 'TensorFlow', 'Torch/PyTorch', 'Docker', 'Kubernetes']",Senior,Senior Developer,1.0,2.0,4.0
