,id,skills,rank-model1,rank-model2,rank-model3
7059,127117,"['NoSQL', 'MongoDB', 'node js', 'node java script', 'node css', 'node jsp', 'node ajax', 'node html', 'node j script']",3.0,2.0,1.0
1819,14986,"['SCALA', 'Application Developer', 'Java', 'Oracle', 'TDD', 'SQL Server', 'Design Patterns', 'Ruby', 'Agile', 'Scrum']",2.0,1.0,2.0
2752,79598,"['mongodb', 'flask', 'angularjs', 'HTML', 'CSS', 'Javascript', 'Python', 'Django', 'MVC', 'Web Technologies', 'Object Oriented Programming', 'SQL']",1.0,3.0,3.0
7001,84398,"['XML', 'LDAP', 'Java', 'J2Ee', 'Product Engineering', 'Product Development', 'Software Development', 'Product Engineer']",4.0,4.0,4.0
5390,23264,"['maintaining', 'strong communication skills', 'project plan', 'attention to detail', 'advanced excel', 'sql', 'data analysis', 'ms access', 'power point', 'excel']",5.0,5.0,5.0
